patch_id,label,type
patch10709_aug_3717,1,positive_aug
1810,1,positive
966,1,positive
patch12797_aug_4288,1,positive_aug
patch3064_aug_864,0,negative_aug
patch1111_aug_293,0,negative_aug
8507,1,positive
patch11969_aug_5910,1,positive_aug
3006,1,positive
6227,1,positive
6056,1,positive
3610,0,negative
patch8537_aug_2082,1,positive_aug
patch8350_aug_5974,1,positive_aug
4719,1,positive
patch5614_aug_533,0,negative_aug
patch658_aug_7321,0,negative_aug
12583,1,positive
patch8199_aug_5362,1,positive_aug
patch5770_aug_3313,0,negative_aug
patch9221_aug_4320,1,positive_aug
6994,1,positive
2176,1,positive
5849,0,negative
patch11671_aug_5923,1,positive_aug
3607,0,negative
patch5514_aug_5639,0,negative_aug
4209,0,negative
patch1718_aug_3192,0,negative_aug
patch12699_aug_7316,1,positive_aug
patch290_aug_6808,1,positive_aug
9557,1,positive
11779,1,positive
1236,1,positive
patch1103_aug_3177,1,positive_aug
13373,1,positive
patch2275_aug_2076,0,negative_aug
patch4330_aug_4659,1,positive_aug
5140,0,negative
2414,1,positive
8726,1,positive
6463,1,positive
patch1247_aug_4013,0,negative_aug
patch430_aug_3960,1,positive_aug
3049,0,negative
7235,1,positive
3744,1,positive
3479,1,positive
5290,1,positive
7469,1,positive
patch571_aug_777,0,negative_aug
patch3018_aug_3392,0,negative_aug
patch11023_aug_6493,1,positive_aug
patch2089_aug_7671,0,negative_aug
patch5629_aug_311,0,negative_aug
3184,1,positive
patch3359_aug_5029,1,positive_aug
patch2291_aug_3212,0,negative_aug
patch8379_aug_2286,1,positive_aug
patch6018_aug_6103,0,negative_aug
patch1785_aug_4091,1,positive_aug
patch9507_aug_1442,1,positive_aug
11214,1,positive
patch3780_aug_1055,0,negative_aug
patch1193_aug_4689,0,negative_aug
907,0,negative
2971,0,negative
patch3836_aug_2436,0,negative_aug
patch4012_aug_569,1,positive_aug
1671,1,positive
patch12092_aug_2965,1,positive_aug
patch5428_aug_1215,0,negative_aug
2966,0,negative
patch5376_aug_7084,0,negative_aug
patch8339_aug_5800,1,positive_aug
patch8561_aug_7272,1,positive_aug
patch3252_aug_5411,0,negative_aug
patch466_aug_4445,1,positive_aug
4418,1,positive
patch2778_aug_643,0,negative_aug
patch2456_aug_650,0,negative_aug
3693,1,positive
8071,1,positive
patch3868_aug_6450,0,negative_aug
2409,0,negative
patch1277_aug_4429,1,positive_aug
7116,1,positive
6536,1,positive
10660,1,positive
patch1501_aug_99,1,positive_aug
patch31_aug_3416,1,positive_aug
4365,0,negative
patch926_aug_1505,1,positive_aug
13371,1,positive
4833,0,negative
patch4116_aug_2210,0,negative_aug
patch6142_aug_3189,0,negative_aug
671,1,positive
10560,1,positive
patch2465_aug_4507,0,negative_aug
500,1,positive
patch13310_aug_7698,1,positive_aug
patch1988_aug_4550,1,positive_aug
patch2810_aug_748,0,negative_aug
9310,1,positive
2194,1,positive
5260,1,positive
patch11800_aug_6426,1,positive_aug
patch7551_aug_8043,1,positive_aug
patch6838_aug_7862,1,positive_aug
6304,1,positive
patch3458_aug_1352,0,negative_aug
patch3165_aug_714,0,negative_aug
6001,0,negative
9915,1,positive
5799,1,positive
patch5111_aug_383,0,negative_aug
6542,1,positive
patch338_aug_5980,1,positive_aug
patch3898_aug_7548,0,negative_aug
6360,1,positive
patch1861_aug_6032,0,negative_aug
patch3272_aug_847,1,positive_aug
patch13336_aug_7096,1,positive_aug
patch11914_aug_700,1,positive_aug
2159,0,negative
patch10522_aug_6123,1,positive_aug
patch13186_aug_2765,1,positive_aug
patch6052_aug_2213,0,negative_aug
2825,0,negative
2002,0,negative
patch1179_aug_5024,1,positive_aug
patch380_aug_4988,1,positive_aug
1720,1,positive
patch178_aug_3719,0,negative_aug
1520,1,positive
patch5809_aug_5029,0,negative_aug
patch10925_aug_5082,1,positive_aug
patch9728_aug_4820,1,positive_aug
patch1056_aug_7639,1,positive_aug
patch480_aug_7194,0,negative_aug
2547,0,negative
6706,1,positive
6057,1,positive
patch2229_aug_4666,1,positive_aug
patch5172_aug_6142,1,positive_aug
patch5399_aug_6513,0,negative_aug
patch1847_aug_3867,0,negative_aug
4014,1,positive
1768,0,negative
patch3576_aug_2260,1,positive_aug
patch9474_aug_5407,1,positive_aug
12577,1,positive
2485,1,positive
9448,1,positive
2030,1,positive
12792,1,positive
patch11953_aug_4516,1,positive_aug
2941,0,negative
patch10470_aug_636,1,positive_aug
2284,0,negative
12143,1,positive
9762,1,positive
9,1,positive
patch1348_aug_5742,1,positive_aug
3621,0,negative
patch3289_aug_4924,1,positive_aug
1898,1,positive
13230,1,positive
patch1765_aug_1076,0,negative_aug
10444,1,positive
5633,1,positive
patch9876_aug_3335,1,positive_aug
patch6145_aug_7501,1,positive_aug
patch2197_aug_621,1,positive_aug
6377,1,positive
214,0,negative
1379,0,negative
2973,0,negative
2341,1,positive
patch8775_aug_3564,1,positive_aug
patch987_aug_487,0,negative_aug
patch681_aug_7042,0,negative_aug
5587,1,positive
patch9170_aug_3874,1,positive_aug
5066,0,negative
patch8_aug_4367,0,negative_aug
5007,1,positive
8176,1,positive
patch8401_aug_4691,1,positive_aug
4665,0,negative
285,1,positive
8332,1,positive
3695,1,positive
patch12248_aug_6634,1,positive_aug
patch4028_aug_7585,0,negative_aug
patch3473_aug_3859,0,negative_aug
1050,1,positive
patch9025_aug_2738,1,positive_aug
patch6869_aug_856,1,positive_aug
5266,1,positive
2493,0,negative
2398,1,positive
12204,1,positive
patch5869_aug_1139,1,positive_aug
patch5689_aug_7442,0,negative_aug
patch10103_aug_6940,1,positive_aug
12953,1,positive
10859,1,positive
1524,0,negative
patch6576_aug_118,1,positive_aug
5019,0,negative
8306,1,positive
2297,1,positive
patch5179_aug_5673,1,positive_aug
patch4949_aug_4132,1,positive_aug
patch2329_aug_5331,1,positive_aug
patch2408_aug_7267,0,negative_aug
patch4825_aug_1567,0,negative_aug
1292,0,negative
patch7575_aug_6683,1,positive_aug
patch2707_aug_2018,0,negative_aug
5602,1,positive
1650,1,positive
4811,1,positive
patch4302_aug_5193,1,positive_aug
patch7989_aug_1804,1,positive_aug
patch763_aug_6580,0,negative_aug
patch4977_aug_1509,0,negative_aug
patch12142_aug_3453,1,positive_aug
5628,0,negative
2589,1,positive
11169,1,positive
961,0,negative
patch2170_aug_285,0,negative_aug
2776,1,positive
patch3366_aug_6648,1,positive_aug
patch6969_aug_7357,1,positive_aug
patch6052_aug_7210,0,negative_aug
515,1,positive
patch8469_aug_3268,1,positive_aug
10795,1,positive
patch9933_aug_618,1,positive_aug
patch3400_aug_1172,0,negative_aug
2939,0,negative
patch4706_aug_4506,0,negative_aug
8629,1,positive
patch2747_aug_2917,1,positive_aug
patch10281_aug_2938,1,positive_aug
patch3410_aug_6166,0,negative_aug
7320,1,positive
8692,1,positive
12685,1,positive
5710,1,positive
patch11383_aug_7121,1,positive_aug
7912,1,positive
12478,1,positive
patch977_aug_6388,1,positive_aug
5347,0,negative
patch2022_aug_7192,0,negative_aug
patch198_aug_138,0,negative_aug
344,0,negative
patch5931_aug_3618,0,negative_aug
2614,0,negative
10389,1,positive
3255,1,positive
patch5223_aug_5915,1,positive_aug
patch4707_aug_3527,0,negative_aug
patch12159_aug_3713,1,positive_aug
1162,1,positive
4159,1,positive
7353,1,positive
6942,1,positive
8403,1,positive
patch13479_aug_7368,1,positive_aug
10788,1,positive
5078,0,negative
1994,1,positive
patch12828_aug_2722,1,positive_aug
2963,0,negative
3061,0,negative
4399,0,negative
patch314_aug_3574,0,negative_aug
1730,1,positive
patch1155_aug_1099,1,positive_aug
patch4439_aug_4967,0,negative_aug
4858,1,positive
patch764_aug_2653,0,negative_aug
10412,1,positive
203,0,negative
8690,1,positive
patch763_aug_4353,1,positive_aug
6011,1,positive
patch1114_aug_594,1,positive_aug
patch5169_aug_6248,0,negative_aug
patch7351_aug_1719,1,positive_aug
132,1,positive
11788,1,positive
patch10646_aug_1088,1,positive_aug
3738,1,positive
patch5385_aug_4621,0,negative_aug
patch90_aug_3599,0,negative_aug
3434,1,positive
4732,0,negative
patch755_aug_7175,0,negative_aug
patch4744_aug_2323,1,positive_aug
patch11569_aug_2184,1,positive_aug
12038,1,positive
patch10145_aug_7985,1,positive_aug
9652,1,positive
patch13340_aug_3514,1,positive_aug
2340,1,positive
patch11148_aug_784,1,positive_aug
patch1591_aug_502,1,positive_aug
5924,0,negative
patch261_aug_20,0,negative_aug
1951,0,negative
11490,1,positive
patch4510_aug_2200,0,negative_aug
910,0,negative
patch4092_aug_7221,0,negative_aug
patch5794_aug_3592,1,positive_aug
2889,0,negative
3773,0,negative
patch1392_aug_1409,0,negative_aug
6561,1,positive
3656,0,negative
patch3896_aug_2795,0,negative_aug
patch7954_aug_7405,1,positive_aug
10850,1,positive
patch5010_aug_1201,1,positive_aug
patch7829_aug_549,1,positive_aug
patch4740_aug_22,1,positive_aug
12004,1,positive
patch7761_aug_6408,1,positive_aug
11186,1,positive
2300,1,positive
12885,1,positive
patch3431_aug_223,0,negative_aug
patch8771_aug_8128,1,positive_aug
12780,1,positive
4511,1,positive
patch2040_aug_688,0,negative_aug
5096,1,positive
8658,1,positive
patch6135_aug_2873,1,positive_aug
patch685_aug_4606,0,negative_aug
patch8821_aug_640,1,positive_aug
5933,0,negative
4904,0,negative
5601,0,negative
1413,0,negative
11677,1,positive
patch5409_aug_2818,1,positive_aug
2320,0,negative
1175,0,negative
patch5176_aug_5926,0,negative_aug
patch114_aug_2284,1,positive_aug
patch531_aug_3087,0,negative_aug
4528,0,negative
patch12594_aug_3519,1,positive_aug
8805,1,positive
patch3316_aug_4462,0,negative_aug
patch915_aug_2813,0,negative_aug
3488,1,positive
patch1651_aug_7844,1,positive_aug
6317,1,positive
12893,1,positive
patch9975_aug_3779,1,positive_aug
3386,1,positive
patch9858_aug_7948,1,positive_aug
13079,1,positive
patch12917_aug_220,1,positive_aug
2364,1,positive
8324,1,positive
patch2260_aug_1977,0,negative_aug
914,1,positive
patch5090_aug_336,0,negative_aug
patch1977_aug_5128,0,negative_aug
848,0,negative
patch1667_aug_6409,0,negative_aug
patch8188_aug_3695,1,positive_aug
patch10752_aug_2306,1,positive_aug
patch8041_aug_4006,1,positive_aug
patch57_aug_5236,0,negative_aug
12639,1,positive
patch515_aug_724,0,negative_aug
patch4770_aug_6106,0,negative_aug
7059,1,positive
patch5132_aug_6507,1,positive_aug
patch3553_aug_5920,0,negative_aug
patch1625_aug_4506,1,positive_aug
3500,1,positive
6084,1,positive
1285,0,negative
patch5735_aug_1785,0,negative_aug
1885,1,positive
10080,1,positive
4239,0,negative
4882,0,negative
4091,0,negative
patch2479_aug_2440,1,positive_aug
patch7587_aug_6644,1,positive_aug
patch5506_aug_5450,0,negative_aug
patch5158_aug_3330,1,positive_aug
patch3747_aug_930,0,negative_aug
patch4446_aug_265,1,positive_aug
patch1966_aug_3641,0,negative_aug
patch1173_aug_3291,0,negative_aug
2759,0,negative
3552,0,negative
7244,1,positive
4471,1,positive
1845,0,negative
patch5805_aug_1252,1,positive_aug
4619,0,negative
3496,1,positive
patch5429_aug_5945,0,negative_aug
patch3885_aug_4247,0,negative_aug
3100,1,positive
patch5361_aug_3515,0,negative_aug
patch5730_aug_1940,1,positive_aug
patch11199_aug_8162,1,positive_aug
13425,1,positive
4996,0,negative
patch1411_aug_6245,0,negative_aug
patch1003_aug_7134,0,negative_aug
9273,1,positive
patch2893_aug_3613,0,negative_aug
11300,1,positive
68,1,positive
patch4480_aug_4712,0,negative_aug
10760,1,positive
1226,0,negative
patch2515_aug_3489,1,positive_aug
3154,1,positive
7229,1,positive
patch2090_aug_7476,0,negative_aug
6356,1,positive
patch978_aug_4380,0,negative_aug
9029,1,positive
7369,1,positive
1359,0,negative
9897,1,positive
patch3026_aug_78,0,negative_aug
patch2199_aug_5828,1,positive_aug
4679,0,negative
patch1914_aug_7157,0,negative_aug
patch6518_aug_2996,1,positive_aug
5891,0,negative
1577,0,negative
11798,1,positive
165,1,positive
7640,1,positive
9912,1,positive
9457,1,positive
patch1977_aug_131,0,negative_aug
1206,0,negative
patch4015_aug_914,0,negative_aug
patch5155_aug_4646,0,negative_aug
2430,0,negative
patch2727_aug_6909,0,negative_aug
13150,1,positive
2054,0,negative
patch11768_aug_3789,1,positive_aug
patch7061_aug_5926,1,positive_aug
11030,1,positive
patch6550_aug_2003,1,positive_aug
13530,1,positive
patch350_aug_3419,0,negative_aug
5897,1,positive
4182,0,negative
5400,1,positive
10635,1,positive
patch5413_aug_4814,0,negative_aug
12875,1,positive
7810,1,positive
5600,1,positive
patch1599_aug_211,0,negative_aug
patch6415_aug_633,1,positive_aug
9185,1,positive
patch7133_aug_942,1,positive_aug
4957,0,negative
2533,0,negative
patch3762_aug_5109,1,positive_aug
287,0,negative
patch3536_aug_4896,0,negative_aug
patch3889_aug_7453,1,positive_aug
patch2050_aug_6178,0,negative_aug
2147,0,negative
10093,1,positive
4828,0,negative
5483,1,positive
patch1797_aug_364,0,negative_aug
4355,1,positive
patch1482_aug_2393,0,negative_aug
patch11492_aug_191,1,positive_aug
patch1200_aug_2642,0,negative_aug
patch858_aug_3335,0,negative_aug
patch7877_aug_258,1,positive_aug
patch5732_aug_5581,0,negative_aug
4707,1,positive
5821,1,positive
3715,0,negative
patch3499_aug_1047,0,negative_aug
patch1279_aug_7027,1,positive_aug
patch3338_aug_8097,1,positive_aug
2126,0,negative
patch6095_aug_4942,0,negative_aug
patch12865_aug_8060,1,positive_aug
3449,1,positive
patch13441_aug_4335,1,positive_aug
patch7292_aug_2404,1,positive_aug
1097,0,negative
patch5329_aug_3308,0,negative_aug
6882,1,positive
12892,1,positive
patch3788_aug_3989,0,negative_aug
821,0,negative
8645,1,positive
7240,1,positive
8670,1,positive
patch2347_aug_5218,0,negative_aug
patch6910_aug_4104,1,positive_aug
patch6831_aug_1187,1,positive_aug
patch2450_aug_4671,0,negative_aug
4392,0,negative
4855,0,negative
patch5722_aug_1029,0,negative_aug
7466,1,positive
538,1,positive
patch3259_aug_1987,0,negative_aug
11311,1,positive
patch9122_aug_6746,1,positive_aug
1536,0,negative
patch5576_aug_6732,1,positive_aug
patch736_aug_7104,0,negative_aug
patch3225_aug_6353,0,negative_aug
patch724_aug_3709,0,negative_aug
13208,1,positive
4878,1,positive
4793,0,negative
patch2580_aug_5954,0,negative_aug
2009,0,negative
5207,1,positive
91,1,positive
patch6220_aug_1448,0,negative_aug
patch1418_aug_74,1,positive_aug
patch6134_aug_0,1,positive_aug
patch8348_aug_4431,1,positive_aug
patch1755_aug_62,0,negative_aug
patch332_aug_5712,0,negative_aug
patch1664_aug_5618,1,positive_aug
patch11091_aug_7611,1,positive_aug
patch1893_aug_4157,0,negative_aug
patch5516_aug_5810,1,positive_aug
3964,1,positive
patch4259_aug_1300,0,negative_aug
patch3447_aug_1310,1,positive_aug
patch12611_aug_1733,1,positive_aug
353,1,positive
patch9852_aug_7404,1,positive_aug
4343,0,negative
patch1554_aug_4392,1,positive_aug
patch9802_aug_6397,1,positive_aug
patch4462_aug_1650,0,negative_aug
10554,1,positive
patch1609_aug_6831,0,negative_aug
3625,0,negative
patch9844_aug_3033,1,positive_aug
7550,1,positive
patch1872_aug_126,0,negative_aug
8147,1,positive
2859,0,negative
13392,1,positive
patch12003_aug_71,1,positive_aug
8262,1,positive
10015,1,positive
patch741_aug_1677,1,positive_aug
4343,1,positive
patch1055_aug_437,1,positive_aug
4860,1,positive
patch3441_aug_2992,0,negative_aug
patch1506_aug_2715,0,negative_aug
1512,0,negative
patch352_aug_6485,0,negative_aug
patch2187_aug_3768,0,negative_aug
patch400_aug_4872,0,negative_aug
10496,1,positive
6003,1,positive
patch506_aug_2516,0,negative_aug
1038,0,negative
patch9222_aug_5897,1,positive_aug
patch1162_aug_1776,1,positive_aug
9881,1,positive
patch1892_aug_5860,1,positive_aug
patch3478_aug_7133,1,positive_aug
5257,1,positive
patch4815_aug_7858,1,positive_aug
patch9462_aug_7393,1,positive_aug
63,0,negative
patch4092_aug_7142,1,positive_aug
12870,1,positive
patch4510_aug_2829,1,positive_aug
4028,1,positive
4731,0,negative
patch3613_aug_646,1,positive_aug
10442,1,positive
2110,1,positive
1051,0,negative
3437,0,negative
patch4811_aug_6621,0,negative_aug
patch1235_aug_5015,0,negative_aug
1050,0,negative
13283,1,positive
2437,1,positive
873,0,negative
patch1225_aug_2402,0,negative_aug
patch13398_aug_462,1,positive_aug
7732,1,positive
11386,1,positive
4702,1,positive
patch1650_aug_7191,0,negative_aug
1310,1,positive
11846,1,positive
patch2781_aug_418,1,positive_aug
patch9960_aug_793,1,positive_aug
patch10031_aug_5273,1,positive_aug
6928,1,positive
patch4604_aug_3029,0,negative_aug
12246,1,positive
patch411_aug_7516,1,positive_aug
8297,1,positive
1434,0,negative
12207,1,positive
11822,1,positive
3708,0,negative
patch3959_aug_6895,0,negative_aug
patch7213_aug_844,1,positive_aug
patch13485_aug_2062,1,positive_aug
patch3472_aug_1997,1,positive_aug
patch2380_aug_6667,0,negative_aug
patch24_aug_1895,1,positive_aug
patch3191_aug_1266,1,positive_aug
patch3829_aug_6922,0,negative_aug
patch4757_aug_1714,1,positive_aug
5671,1,positive
patch3779_aug_7560,0,negative_aug
376,1,positive
4671,0,negative
5465,1,positive
patch2501_aug_6740,1,positive_aug
patch7748_aug_1759,1,positive_aug
patch5276_aug_5045,1,positive_aug
3244,0,negative
patch2474_aug_5228,1,positive_aug
patch10935_aug_3494,1,positive_aug
patch6461_aug_6633,1,positive_aug
patch4739_aug_538,0,negative_aug
patch9619_aug_6860,1,positive_aug
1938,0,negative
patch4176_aug_6938,1,positive_aug
patch2721_aug_7418,0,negative_aug
1482,1,positive
12026,1,positive
patch8104_aug_760,1,positive_aug
patch8155_aug_4771,1,positive_aug
patch714_aug_1178,0,negative_aug
patch727_aug_673,0,negative_aug
patch4440_aug_3525,0,negative_aug
3639,1,positive
10777,1,positive
1145,1,positive
5647,1,positive
patch9902_aug_6913,1,positive_aug
patch5244_aug_5198,0,negative_aug
patch5093_aug_1348,1,positive_aug
2290,1,positive
5327,0,negative
10965,1,positive
patch369_aug_3994,1,positive_aug
patch370_aug_4888,0,negative_aug
patch2486_aug_276,0,negative_aug
8408,1,positive
patch3413_aug_5160,0,negative_aug
patch1665_aug_176,0,negative_aug
patch11311_aug_4035,1,positive_aug
2852,1,positive
patch25_aug_5604,0,negative_aug
patch2189_aug_1771,1,positive_aug
1887,1,positive
patch5837_aug_1015,0,negative_aug
patch2520_aug_2522,0,negative_aug
2469,0,negative
3839,0,negative
patch4308_aug_7444,0,negative_aug
patch6445_aug_2744,1,positive_aug
patch4751_aug_6196,0,negative_aug
11051,1,positive
6142,0,negative
patch982_aug_1884,0,negative_aug
patch7606_aug_2705,1,positive_aug
patch3833_aug_6227,0,negative_aug
12556,1,positive
patch678_aug_5699,0,negative_aug
patch12457_aug_4682,1,positive_aug
11390,1,positive
patch5860_aug_7025,1,positive_aug
5234,1,positive
patch903_aug_4302,0,negative_aug
patch10279_aug_2880,1,positive_aug
patch5368_aug_1218,0,negative_aug
patch1505_aug_1978,0,negative_aug
patch5199_aug_1960,1,positive_aug
4446,0,negative
patch3754_aug_1625,0,negative_aug
patch5139_aug_3646,0,negative_aug
patch7113_aug_6355,1,positive_aug
2918,0,negative
patch4865_aug_161,0,negative_aug
2437,0,negative
patch171_aug_4522,0,negative_aug
patch5113_aug_3847,0,negative_aug
5887,0,negative
patch11884_aug_1963,1,positive_aug
12587,1,positive
4218,1,positive
patch13366_aug_6483,1,positive_aug
6069,0,negative
5661,1,positive
4382,0,negative
4741,0,negative
patch3361_aug_5990,0,negative_aug
7473,1,positive
4242,1,positive
patch693_aug_4941,0,negative_aug
patch4772_aug_1654,0,negative_aug
4321,0,negative
patch560_aug_7272,0,negative_aug
patch1549_aug_1668,0,negative_aug
patch4213_aug_4446,0,negative_aug
9423,1,positive
patch1677_aug_3897,1,positive_aug
patch712_aug_526,0,negative_aug
8760,1,positive
patch527_aug_2696,0,negative_aug
patch5537_aug_30,0,negative_aug
patch7444_aug_5302,1,positive_aug
5054,0,negative
6989,1,positive
patch4335_aug_1736,0,negative_aug
patch4767_aug_7839,1,positive_aug
10448,1,positive
patch5905_aug_1947,1,positive_aug
patch3396_aug_6039,1,positive_aug
patch10690_aug_7396,1,positive_aug
patch5296_aug_7631,1,positive_aug
5406,0,negative
patch1905_aug_201,1,positive_aug
patch640_aug_2186,1,positive_aug
4871,1,positive
2459,0,negative
3854,1,positive
2857,1,positive
1470,1,positive
patch3732_aug_3292,0,negative_aug
patch1662_aug_1811,1,positive_aug
2359,1,positive
patch41_aug_4822,0,negative_aug
patch6722_aug_385,1,positive_aug
patch949_aug_3890,1,positive_aug
patch5772_aug_2467,1,positive_aug
patch4267_aug_5846,0,negative_aug
patch6431_aug_1885,1,positive_aug
266,1,positive
patch4537_aug_6468,1,positive_aug
12405,1,positive
1239,0,negative
patch4273_aug_6953,0,negative_aug
patch8871_aug_4008,1,positive_aug
11697,1,positive
patch2528_aug_3678,0,negative_aug
patch8642_aug_198,1,positive_aug
patch10435_aug_1642,1,positive_aug
985,1,positive
4074,0,negative
982,0,negative
3947,1,positive
787,0,negative
patch4079_aug_1636,1,positive_aug
5808,1,positive
patch2194_aug_7086,0,negative_aug
patch11729_aug_1319,1,positive_aug
5772,0,negative
patch2990_aug_3699,0,negative_aug
patch6055_aug_7090,1,positive_aug
patch1896_aug_3273,0,negative_aug
3999,0,negative
patch11904_aug_670,1,positive_aug
4917,0,negative
8034,1,positive
3674,1,positive
5980,1,positive
2621,1,positive
patch4418_aug_7251,1,positive_aug
patch5910_aug_6958,1,positive_aug
8057,1,positive
patch7431_aug_6799,1,positive_aug
patch3653_aug_2356,1,positive_aug
2210,0,negative
patch10079_aug_5463,1,positive_aug
3978,0,negative
1690,1,positive
9662,1,positive
patch771_aug_5806,0,negative_aug
10265,1,positive
1544,1,positive
patch9626_aug_5639,1,positive_aug
patch4864_aug_152,0,negative_aug
2299,0,negative
11785,1,positive
patch3154_aug_1120,1,positive_aug
patch12834_aug_4468,1,positive_aug
5,1,positive
patch5919_aug_2233,0,negative_aug
patch4608_aug_2801,0,negative_aug
7416,1,positive
5270,0,negative
12314,1,positive
3161,0,negative
patch529_aug_1291,0,negative_aug
patch12989_aug_551,1,positive_aug
patch2737_aug_3250,0,negative_aug
patch2806_aug_1287,1,positive_aug
8855,1,positive
patch2372_aug_4876,0,negative_aug
3581,1,positive
patch231_aug_1365,0,negative_aug
656,1,positive
patch11809_aug_607,1,positive_aug
6918,1,positive
patch6372_aug_1484,1,positive_aug
12978,1,positive
10257,1,positive
patch10774_aug_262,1,positive_aug
1270,0,negative
10199,1,positive
853,1,positive
5373,0,negative
patch1814_aug_2167,0,negative_aug
patch4076_aug_665,0,negative_aug
patch662_aug_1393,0,negative_aug
patch6169_aug_7682,0,negative_aug
patch6941_aug_2199,1,positive_aug
519,0,negative
961,1,positive
3109,0,negative
patch6047_aug_6570,0,negative_aug
patch7540_aug_5674,1,positive_aug
9031,1,positive
patch4791_aug_1790,1,positive_aug
10099,1,positive
4417,0,negative
patch2678_aug_2265,0,negative_aug
patch10291_aug_4255,1,positive_aug
8749,1,positive
6531,1,positive
4176,0,negative
patch3755_aug_4109,1,positive_aug
2721,0,negative
2700,0,negative
patch1207_aug_2102,0,negative_aug
patch4834_aug_2423,1,positive_aug
patch2459_aug_567,0,negative_aug
patch2263_aug_2643,0,negative_aug
patch2383_aug_3732,0,negative_aug
patch560_aug_2275,0,negative_aug
patch2981_aug_1529,0,negative_aug
patch1024_aug_4553,0,negative_aug
patch10803_aug_5963,1,positive_aug
12389,1,positive
749,1,positive
9176,1,positive
patch174_aug_5804,1,positive_aug
patch2448_aug_1644,1,positive_aug
patch117_aug_1813,1,positive_aug
12417,1,positive
patch2265_aug_2842,1,positive_aug
patch4542_aug_1943,1,positive_aug
patch10366_aug_3041,1,positive_aug
patch6096_aug_3877,0,negative_aug
patch37_aug_5277,1,positive_aug
patch9634_aug_1520,1,positive_aug
patch13544_aug_5489,1,positive_aug
9224,1,positive
1219,0,negative
2387,0,negative
patch3552_aug_2390,1,positive_aug
patch5721_aug_429,0,negative_aug
patch9617_aug_1086,1,positive_aug
3856,1,positive
6815,1,positive
patch11265_aug_1671,1,positive_aug
patch4504_aug_343,0,negative_aug
6857,1,positive
patch1408_aug_5930,0,negative_aug
patch5058_aug_497,0,negative_aug
patch11296_aug_6162,1,positive_aug
patch53_aug_4608,0,negative_aug
patch6971_aug_4517,1,positive_aug
patch2582_aug_696,0,negative_aug
patch1468_aug_1164,0,negative_aug
patch1319_aug_5655,1,positive_aug
8322,1,positive
patch11604_aug_7001,1,positive_aug
3601,0,negative
patch3377_aug_7388,0,negative_aug
patch11457_aug_5368,1,positive_aug
patch9003_aug_1281,1,positive_aug
13059,1,positive
4137,0,negative
patch8612_aug_3773,1,positive_aug
patch3950_aug_1003,1,positive_aug
patch6699_aug_6760,1,positive_aug
patch6190_aug_6823,1,positive_aug
13330,1,positive
patch365_aug_4663,0,negative_aug
12089,1,positive
6041,0,negative
patch5227_aug_517,1,positive_aug
9672,1,positive
patch5992_aug_3208,0,negative_aug
patch3215_aug_1921,0,negative_aug
10972,1,positive
patch9304_aug_2319,1,positive_aug
patch6201_aug_4832,0,negative_aug
patch2696_aug_4634,1,positive_aug
patch2012_aug_1019,1,positive_aug
3182,1,positive
4262,0,negative
128,0,negative
patch1459_aug_2893,0,negative_aug
1694,1,positive
737,0,negative
patch8386_aug_7202,1,positive_aug
1564,0,negative
patch7337_aug_2724,1,positive_aug
2034,1,positive
1170,0,negative
4596,1,positive
948,0,negative
7705,1,positive
4553,1,positive
634,0,negative
patch5712_aug_6661,0,negative_aug
4257,1,positive
patch8734_aug_5696,1,positive_aug
patch11851_aug_5254,1,positive_aug
6805,1,positive
2324,1,positive
9729,1,positive
7872,1,positive
patch6264_aug_1282,1,positive_aug
patch926_aug_1074,0,negative_aug
5345,1,positive
7864,1,positive
2197,0,negative
11195,1,positive
patch4635_aug_3827,0,negative_aug
patch3781_aug_1959,0,negative_aug
patch4030_aug_1900,1,positive_aug
8182,1,positive
6141,1,positive
13109,1,positive
patch4378_aug_2879,0,negative_aug
2299,1,positive
patch1602_aug_535,0,negative_aug
7663,1,positive
12933,1,positive
patch4534_aug_7072,0,negative_aug
5342,1,positive
patch3807_aug_6024,1,positive_aug
134,0,negative
patch9105_aug_2712,1,positive_aug
2536,1,positive
patch405_aug_6209,0,negative_aug
patch1432_aug_7106,1,positive_aug
1661,0,negative
11104,1,positive
patch5816_aug_2993,0,negative_aug
patch2617_aug_2038,0,negative_aug
patch2024_aug_649,0,negative_aug
210,0,negative
222,0,negative
2652,1,positive
1389,0,negative
patch6135_aug_1555,0,negative_aug
560,0,negative
patch3041_aug_5367,0,negative_aug
5806,0,negative
patch3863_aug_4220,1,positive_aug
3178,1,positive
patch121_aug_4562,0,negative_aug
5833,0,negative
3870,0,negative
813,0,negative
patch1242_aug_1871,0,negative_aug
6098,0,negative
7544,1,positive
2916,1,positive
2047,1,positive
4981,0,negative
patch662_aug_6390,0,negative_aug
patch5850_aug_3744,0,negative_aug
11741,1,positive
9437,1,positive
4105,0,negative
11841,1,positive
12035,1,positive
patch5477_aug_4026,1,positive_aug
patch4541_aug_457,0,negative_aug
3748,1,positive
patch413_aug_1204,0,negative_aug
patch1281_aug_557,0,negative_aug
8372,1,positive
patch10668_aug_3838,1,positive_aug
3879,0,negative
patch5469_aug_5991,0,negative_aug
649,1,positive
1423,0,negative
2551,1,positive
11293,1,positive
4328,0,negative
patch3029_aug_7603,0,negative_aug
2579,0,negative
patch5470_aug_6546,0,negative_aug
